Exportmodul_Name,Exportverfahren,Datenfluss,Pruefer,Schritt,enc_care_provider,enc_qs_data,enc_patient,enc_patient_tx,enc_patient_ngkv,Schema
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,VPB,unverschluesselt (nach Stichprobenziehung),0,0,0,n/a,n/a,interface_VPB/interface_VPB_decr_qs_patient.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_LQS_pid_1.0_Export.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_pid.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_pid.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,n/a,n/a,interface_DAS/interface_LQS_pid.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,n/a,n/a,interface_DAS/interface_LQS_psn.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'SEP,DeQS_SEP_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,n/a,n/a,interface_BAS/interface_BAS_pid.xsd
